PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;D01;V01;D02;V02;D03;V03;D04;V04;D05;V05;D06;V06;D07;V07;D08;V08;D09;V09;D10;V10;D11;V11;D12;V12;D13;V13;D14;V14;D15;V15;D16;V16;D17;V17;D18;V18;D19;V19;D20;V20;D21;V21;D22;V22;D23;V23;D24;V24;D25;V25;D26;V26;D27;V27;D28;V28;D29;V29;D30;V30;D31;V31
28;079;36;8;28079036_8_8;2022;05;20;V;16;V;15;V;13;V;24;V;15;V;16;V;13;V;26;V;31;V;35;V;26;V;32;V;26;V;11;V;22;V;26;V;33;V;29;V;25;V;19;V;15;V;16;V;14;V;11;V;12;V;21;V;19;V;21;V;13;V;29;V
28;079;36;8;28079036_8_8;2022;06;22;V;22;V;26;V;22;V;13;V;32;V;27;V;16;V;14;V;23;V;23;V;18;V;33;V;38;V;27;V;27;V;24;V;23;V;8;V;17;V;19;V;12;V;14;V;15;V;12;V;12;V;14;V;21;V;31;V;18;V;0;N
28;079;36;8;28079036_8_8;2022;07;18;V;13;V;11;V;22;V;27;V;18;V;11;V;19;V;26;V;20;V;29;V;30;V;42;V;27;V;30;V;20;V;22;V;24;V;16;V;26;V;26;V;23;V;25;V;24;V;20;V;20;V;14;V;22;V;25;V;10;V;17;V
28;079;36;8;28079036_8_8;2022;08;21;V;22;V;24;V;26;V;21;V;19;V;14;V;29;V;23;V;16;V;19;V;27;V;27;V;12;V;14;V;15;V;14;V;9;V;17;V;21;V;23;V;13;V;18;V;28;V;19;V;10;V;14;V;11;V;14;V;28;V;17;V
28;079;36;8;28079036_8_8;2022;09;35;V;18;V;13;V;14;V;26;V;17;V;20;V;19;V;19;V;21;V;31;V;23;V;11;V;17;V;23;V;25;V;17;V;18;V;14;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;19;N;0;N
28;079;36;8;28079036_8_8;2022;10;34;V;25;V;33;V;39;V;37;V;28;V;35;V;25;V;23;V;34;V;23;V;23;V;42;V;55;V;39;V;31;V;30;V;38;V;28;V;22;V;22;V;16;V;16;V;38;V;40;V;51;V;40;V;42;V;32;V;35;V;36;V
28;079;36;8;28079036_8_8;2022;11;33;V;39;V;34;V;32;V;46;V;42;V;50;V;44;V;29;V;41;V;27;V;24;V;32;V;35;V;17;V;19;V;18;V;22;V;16;V;20;V;15;V;20;V;20;V;28;V;27;V;43;V;38;V;28;V;50;V;61;V;0;N
28;079;36;8;28079036_8_8;2022;12;31;V;37;V;44;V;33;V;35;V;38;V;40;V;30;V;38;V;24;V;23;V;28;V;27;V;35;V;31;V;38;V;36;V;31;V;40;V;47;V;31;V;25;V;28;V;35;V;28;V;39;V;46;V;43;V;27;V;19;V;41;V
28;079;36;10;28079036_10_47;2022;01;17;V;20;V;30;V;20;V;5;V;10;V;17;V;17;V;7;V;11;V;13;V;11;V;15;V;20;V;21;V;29;V;27;V;20;V;24;V;16;V;11;V;13;V;17;V;18;V;16;V;21;V;19;V;16;V;14;V;13;V;27;V
28;079;36;10;28079036_10_47;2022;02;10;V;24;V;33;V;41;V;21;V;11;V;14;V;13;V;23;V;40;V;50;V;38;V;32;V;8;V;12;V;15;V;25;V;29;V;6;V;10;V;12;V;10;V;14;V;25;V;13;V;12;V;16;V;21;V;0;N;0;N;0;N
28;079;36;10;28079036_10_47;2022;03;26;V;14;V;18;V;4;V;7;V;6;V;9;V;9;V;22;V;20;V;11;V;9;V;6;V;78;V;432;V;133;V;28;V;10;V;19;V;18;V;8;V;7;V;9;V;9;V;20;V;16;V;26;V;51;V;74;V;27;V;19;V
28;079;36;10;28079036_10_47;2022;04;8;V;5;V;6;V;11;V;16;V;16;V;16;V;12;V;9;V;11;V;25;V;9;V;9;V;11;V;19;V;14;V;13;V;12;V;16;V;5;V;11;V;9;V;4;V;9;V;12;V;15;V;11;V;12;V;20;V;37;V;0;N
28;079;36;10;28079036_10_47;2022;05;34;V;16;V;9;V;13;V;19;V;12;V;11;V;11;V;17;V;21;V;25;V;25;V;28;V;26;V;27;V;20;V;14;V;20;V;41;V;34;V;31;V;33;V;14;V;14;V;8;V;10;V;12;V;17;V;21;V;18;V;23;V
28;079;36;10;28079036_10_47;2022;06;20;V;16;V;20;V;19;V;10;V;23;V;18;V;15;V;12;V;16;V;25;V;22;V;43;V;74;V;102;V;68;V;48;V;56;V;20;V;20;V;17;V;13;V;13;V;11;V;12;V;13;V;15;V;18;V;26;V;15;V;0;N
28;079;36;10;28079036_10_47;2022;07;19;V;32;V;38;V;27;V;27;V;36;V;14;V;19;V;20;V;23;V;28;V;25;V;35;V;37;V;31;V;28;V;27;V;29;V;25;V;25;V;29;V;36;V;21;V;32;V;26;V;23;V;23;V;19;V;21;V;28;V;25;V
28;079;36;10;28079036_10_47;2022;08;22;V;29;V;28;V;32;V;28;V;24;V;21;V;25;V;32;V;34;V;43;V;80;V;84;V;22;V;16;V;34;V;13;V;8;V;9;V;15;V;15;V;12;V;15;V;30;V;32;V;17;V;21;V;20;V;32;V;36;V;24;V
28;079;36;10;28079036_10_47;2022;09;21;V;16;V;13;V;15;V;20;V;15;V;16;V;15;V;11;V;15;V;23;V;40;V;22;V;11;V;13;V;13;V;10;V;13;V;14;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;4;N;0;N
28;079;36;10;28079036_10_47;2022;10;11;V;12;V;19;V;52;V;71;V;34;V;29;V;34;V;26;V;26;V;21;V;15;V;21;V;31;V;21;V;27;V;31;V;42;V;50;V;14;V;9;V;9;V;8;V;16;V;25;V;33;V;34;V;39;V;26;V;29;V;27;V
28;079;36;10;28079036_10_47;2022;11;15;V;15;V;13;V;10;V;17;V;22;V;24;V;24;V;10;V;15;V;11;V;17;V;22;V;25;V;6;V;8;V;7;V;10;V;6;V;8;V;6;V;9;V;8;V;16;V;9;V;17;V;21;V;11;V;22;V;31;V;0;N
28;079;36;10;28079036_10_47;2022;12;15;V;19;V;27;V;23;V;18;V;30;V;37;V;13;V;10;V;9;V;8;V;9;V;7;V;9;V;10;V;16;V;16;V;16;V;23;V;26;V;14;V;11;V;9;V;18;V;21;V;23;V;31;V;29;V;15;V;16;V;26;V
28;079;36;12;28079036_12_8;2022;01;74;V;104;V;118;V;58;V;37;V;53;V;105;V;92;V;29;V;86;V;93;V;96;V;95;V;91;V;82;V;86;V;126;V;126;V;150;V;77;V;60;V;60;V;56;V;81;V;76;V;90;V;69;V;93;V;66;V;87;V;130;V
28;079;36;12;28079036_12_8;2022;02;17;V;163;V;148;V;131;V;30;V;44;V;77;V;56;V;100;V;144;V;134;V;53;V;25;V;28;V;64;V;75;V;130;V;120;V;19;V;42;V;56;V;54;V;73;V;92;V;45;V;35;V;36;V;72;V;0;N;0;N;0;N
28;079;36;12;28079036_12_8;2022;03;89;V;37;V;94;V;20;V;38;V;15;V;36;V;33;V;75;V;51;V;39;V;22;V;20;V;39;V;52;V;34;V;14;V;30;V;29;V;16;V;37;V;28;V;30;V;42;V;26;V;22;V;27;V;43;V;41;V;31;V;35;V
28;079;36;12;28079036_12_8;2022;04;18;V;13;V;14;V;20;V;30;V;38;V;38;V;25;V;19;V;24;V;28;V;33;V;37;V;12;V;20;V;20;V;24;V;24;V;29;V;13;V;38;V;28;V;16;V;22;V;41;V;44;V;41;V;44;V;23;V;45;V;0;N
28;079;36;12;28079036_12_8;2022;05;23;V;19;V;17;V;15;V;31;V;18;V;19;V;15;V;32;V;35;V;39;V;30;V;37;V;31;V;13;V;26;V;34;V;39;V;36;V;30;V;21;V;16;V;18;V;17;V;13;V;14;V;34;V;21;V;23;V;14;V;37;V
28;079;36;12;28079036_12_8;2022;06;27;V;27;V;32;V;26;V;14;V;45;V;35;V;21;V;18;V;26;V;25;V;19;V;41;V;45;V;31;V;33;V;27;V;26;V;9;V;20;V;23;V;14;V;16;V;18;V;14;V;14;V;16;V;25;V;34;V;22;V;0;N
28;079;36;12;28079036_12_8;2022;07;20;V;14;V;13;V;25;V;30;V;20;V;12;V;21;V;28;V;21;V;30;V;33;V;45;V;30;V;32;V;22;V;24;V;26;V;18;V;28;V;29;V;25;V;27;V;26;V;21;V;22;V;16;V;25;V;28;V;12;V;18;V
28;079;36;12;28079036_12_8;2022;08;24;V;24;V;26;V;29;V;23;V;21;V;16;V;31;V;26;V;17;V;22;V;30;V;33;V;14;V;15;V;16;V;15;V;11;V;18;V;23;V;25;V;14;V;21;V;31;V;22;V;11;V;16;V;13;V;17;V;34;V;19;V
28;079;36;12;28079036_12_8;2022;09;39;V;22;V;14;V;16;V;34;V;21;V;24;V;22;V;23;V;24;V;36;V;27;V;15;V;21;V;28;V;31;V;19;V;21;V;16;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;0;N;574;N;0;N
28;079;36;12;28079036_12_8;2022;10;38;V;27;V;38;V;48;V;44;V;36;V;55;V;32;V;28;V;47;V;32;V;30;V;58;V;93;V;55;V;38;V;44;V;59;V;41;V;26;V;27;V;20;V;18;V;61;V;56;V;98;V;69;V;65;V;39;V;45;V;52;V
28;079;36;12;28079036_12_8;2022;11;43;V;67;V;53;V;44;V;72;V;64;V;89;V;67;V;42;V;78;V;41;V;30;V;47;V;55;V;21;V;23;V;23;V;27;V;19;V;24;V;19;V;24;V;27;V;38;V;36;V;74;V;58;V;36;V;116;V;144;V;0;N
28;079;36;12;28079036_12_8;2022;12;45;V;68;V;86;V;55;V;65;V;72;V;95;V;45;V;57;V;30;V;28;V;39;V;38;V;49;V;38;V;63;V;50;V;55;V;67;V;140;V;46;V;37;V;41;V;70;V;57;V;79;V;124;V;99;V;37;V;27;V;76;V
28;079;38;7;28079038_7_8;2022;01;54;V;56;V;46;V;20;V;6;V;8;V;19;V;24;V;2;V;12;V;44;V;35;V;14;V;19;V;19;V;22;V;71;V;90;V;61;V;16;V;18;V;13;V;9;V;9;V;6;V;19;V;34;V;37;V;48;V;36;V;44;V
28;079;38;7;28079038_7_8;2022;02;7;V;79;V;43;V;35;V;8;V;14;V;40;V;13;V;21;V;39;V;65;V;6;V;3;V;5;V;11;V;13;V;32;V;43;V;5;V;5;V;23;V;18;V;24;V;19;V;13;V;5;V;5;V;15;V;0;N;0;N;0;N
28;079;38;7;28079038_7_8;2022;03;28;V;8;V;31;V;9;V;5;V;3;V;10;V;5;V;17;V;8;V;4;V;3;V;2;V;9;V;16;V;14;V;11;V;7;V;4;V;1;V;5;V;2;V;6;V;14;V;12;V;6;V;2;V;7;V;11;V;11;V;7;V
28;079;38;7;28079038_7_8;2022;04;7;V;4;V;5;V;7;V;7;V;7;V;6;V;4;V;3;V;2;V;4;V;4;V;9;V;2;V;3;V;4;V;3;V;5;V;7;V;6;V;8;V;4;V;3;V;4;V;10;V;8;V;8;V;12;V;6;V;7;V;0;N
28;079;38;7;28079038_7_8;2022;05;4;V;3;V;6;V;6;V;7;V;7;V;4;V;3;V;7;V;6;V;6;V;5;V;6;V;3;V;2;V;3;V;6;V;11;V;4;V;6;V;4;V;2;V;5;V;6;V;7;V;6;V;7;V;3;V;3;V;3;V;8;V
28;079;38;7;28079038_7_8;2022;06;6;V;5;V;5;V;2;V;2;V;12;V;8;V;6;V;8;V;12;V;7;V;3;V;8;V;10;V;8;V;9;V;7;V;3;V;1;V;5;V;4;V;3;V;3;V;3;V;2;V;2;V;5;V;5;V;6;V;4;V;0;N
28;079;38;7;28079038_7_8;2022;07;5;V;1;V;1;V;4;V;6;V;3;V;4;V;5;V;2;V;2;V;4;V;4;V;5;V;4;V;3;V;1;V;1;V;3;V;3;V;5;V;4;V;4;V;3;V;2;V;3;V;5;V;5;V;6;V;5;V;2;V;2;V
28;079;38;7;28079038_7_8;2022;08;3;V;3;V;4;V;3;V;3;V;2;V;2;V;5;V;3;V;3;V;3;V;3;V;5;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;3;V;3;V;2;V;2;V;1;V;1;V;3;V;8;V;4;V
28;079;38;7;28079038_7_8;2022;09;15;V;3;V;2;V;1;V;9;V;10;V;8;V;22;V;7;V;4;V;13;V;10;V;5;V;7;V;9;V;11;V;4;V;2;V;6;V;12;V;10;V;12;V;6;V;4;V;4;V;11;V;22;V;9;V;8;V;14;V;0;N
28;079;38;7;28079038_7_8;2022;10;17;V;17;V;23;V;44;V;19;V;12;V;26;V;8;V;6;V;13;V;13;V;5;V;15;V;24;V;15;V;9;V;15;V;22;V;12;V;4;V;7;V;3;V;3;V;15;V;14;V;39;V;33;V;30;V;5;V;7;V;8;V
28;079;38;7;28079038_7_8;2022;11;7;V;23;V;9;V;12;V;28;V;17;V;22;V;17;V;13;V;41;V;12;V;6;V;9;V;11;V;4;V;4;V;4;V;7;V;4;V;4;V;4;V;4;V;5;V;9;V;11;V;39;V;13;V;11;V;48;V;52;V;0;N
28;079;38;7;28079038_7_8;2022;12;16;V;28;V;38;V;23;V;13;V;14;V;35;V;3;V;10;V;5;V;4;V;8;V;7;V;10;V;6;V;21;V;9;V;14;V;22;V;52;V;6;V;4;V;4;V;9;V;15;V;25;V;71;V;43;V;2;V;1;V;23;V
28;079;38;8;28079038_8_8;2022;01;62;V;63;V;56;V;37;V;22;V;31;V;46;V;46;V;13;V;29;V;48;V;50;V;41;V;44;V;45;V;55;V;79;V;81;V;75;V;45;V;40;V;41;V;38;V;37;V;38;V;47;V;52;V;55;V;62;V;62;V;64;V
28;079;38;8;28079038_8_8;2022;02;25;V;74;V;62;V;55;V;29;V;37;V;59;V;42;V;52;V;71;V;69;V;36;V;20;V;17;V;28;V;35;V;64;V;56;V;21;V;26;V;43;V;42;V;58;V;60;V;40;V;30;V;24;V;43;V;0;N;0;N;0;N
28;079;38;8;28079038_8_8;2022;03;49;V;24;V;54;V;28;V;27;V;17;V;31;V;23;V;49;V;37;V;27;V;14;V;17;V;39;V;48;V;40;V;30;V;26;V;23;V;16;V;30;V;20;V;29;V;40;V;33;V;26;V;21;V;30;V;32;V;35;V;26;V
28;079;38;8;28079038_8_8;2022;04;22;V;18;V;19;V;24;V;27;V;22;V;22;V;15;V;12;V;15;V;17;V;20;V;28;V;13;V;16;V;24;V;22;V;23;V;23;V;19;V;22;V;24;V;10;V;16;V;33;V;40;V;34;V;41;V;25;V;42;V;0;N
28;079;38;8;28079038_8_8;2022;05;23;V;18;V;22;V;21;V;24;V;24;V;20;V;17;V;27;V;29;V;34;V;26;V;33;V;22;V;10;V;16;V;19;V;38;V;25;V;25;V;26;V;14;V;16;V;18;V;18;V;18;V;23;V;19;V;22;V;11;V;26;V
28;079;38;8;28079038_8_8;2022;06;18;V;18;V;19;V;15;V;11;V;31;V;25;V;15;V;20;V;35;V;25;V;25;V;31;V;43;V;35;V;33;V;26;V;22;V;7;V;15;V;16;V;11;V;12;V;13;V;9;V;12;V;19;V;20;V;30;V;16;V;0;N
28;079;38;8;28079038_8_8;2022;07;24;V;14;V;11;V;23;V;27;V;22;V;18;V;27;V;22;V;24;V;29;V;28;V;40;V;33;V;24;V;17;V;17;V;20;V;16;V;31;V;26;V;18;V;17;V;14;V;12;V;18;V;14;V;20;V;20;V;9;V;14;V
28;079;38;8;28079038_8_8;2022;08;22;V;16;V;25;V;22;V;19;V;16;V;13;V;25;V;20;V;12;V;17;V;19;V;23;V;11;V;7;V;11;V;14;V;15;V;20;V;18;V;32;V;20;V;24;V;30;V;23;V;18;V;15;V;9;V;23;V;42;V;31;V
28;079;38;8;28079038_8_8;2022;09;48;V;20;V;11;V;15;V;22;V;16;V;19;V;22;V;19;V;16;V;38;V;28;V;14;V;20;V;24;V;30;V;23;V;14;V;22;V;35;V;35;V;34;V;21;V;18;V;9;V;19;V;34;V;23;V;17;V;23;V;0;N
28;079;38;8;28079038_8_8;2022;10;46;V;48;V;54;V;74;V;51;V;33;V;48;V;28;V;24;V;35;V;31;V;20;V;36;V;55;V;40;V;36;V;35;V;43;V;33;V;19;V;18;V;13;V;11;V;34;V;34;V;59;V;48;V;52;V;29;V;30;V;29;V
28;079;38;8;28079038_8_8;2022;11;27;V;40;V;29;V;30;V;45;V;39;V;47;V;46;V;27;V;50;V;33;V;24;V;34;V;34;V;14;V;13;V;11;V;16;V;12;V;13;V;9;V;13;V;13;V;25;V;28;V;48;V;37;V;25;V;54;V;64;V;0;N
28;079;38;8;28079038_8_8;2022;12;38;V;44;V;53;V;42;V;44;V;42;V;58;V;33;V;39;V;17;V;22;V;27;V;28;V;39;V;25;V;48;V;38;V;37;V;49;V;57;V;26;V;18;V;29;V;32;V;37;V;52;V;66;V;47;V;20;V;18;V;53;V
28;079;38;9;28079038_9_47;2022;01;13;V;13;V;16;V;9;V;2;V;4;V;5;V;9;V;3;V;2;V;5;V;3;V;4;V;6;V;9;V;16;V;15;V;13;V;11;V;6;V;3;V;7;V;6;V;5;V;4;V;6;V;7;V;5;V;7;V;4;V;8;V
28;079;38;9;28079038_9_47;2022;02;2;V;8;V;11;V;16;V;8;V;3;V;6;V;4;V;9;V;16;V;17;V;10;V;9;V;1;V;3;V;4;V;12;V;13;V;2;V;4;V;5;V;3;V;4;V;6;V;5;V;3;V;4;V;5;V;0;N;0;N;0;N
28;079;38;9;28079038_9_47;2022;03;8;V;4;V;6;V;1;V;2;V;3;V;3;V;3;V;5;V;7;V;4;V;1;V;2;V;6;V;38;V;16;V;3;V;3;V;5;V;4;V;3;V;2;V;4;V;4;V;6;V;3;V;5;V;10;V;11;V;7;V;4;V
28;079;38;9;28079038_9_47;2022;04;2;V;1;V;2;V;4;V;6;V;5;V;6;V;4;V;8;V;7;V;5;V;3;V;4;V;5;V;5;V;6;V;4;V;6;V;8;V;2;V;2;V;3;V;2;V;2;V;6;V;9;V;8;V;5;V;4;V;19;V;0;N
28;079;38;9;28079038_9_47;2022;05;17;N;4;V;6;V;7;V;7;V;5;V;5;V;5;V;9;V;14;V;13;V;12;V;16;V;25;N;16;V;10;V;11;V;11;V;16;V;16;V;14;V;24;V;16;V;8;V;7;V;6;V;7;V;9;V;16;V;14;V;13;V
28;079;38;9;28079038_9_47;2022;06;11;V;14;V;9;V;10;V;7;V;10;V;13;V;18;V;22;V;10;V;23;V;10;V;15;V;29;V;43;V;37;V;33;V;25;V;16;V;16;V;8;V;9;V;11;V;9;V;10;V;9;V;10;V;12;V;16;V;10;N;0;N
28;079;38;9;28079038_9_47;2022;07;19;N;26;N;38;N;19;N;14;N;40;N;14;N;14;N;20;N;18;N;23;N;20;N;31;N;26;N;23;N;20;N;23;N;28;N;15;N;18;N;25;N;26;N;11;N;17;N;13;N;22;N;27;N;7;N;21;N;7;N;14;N
28;079;38;9;28079038_9_47;2022;08;12;N;13;N;10;N;12;N;13;N;10;N;9;N;11;N;14;N;19;N;28;N;49;N;54;N;17;N;15;N;24;N;6;V;5;V;7;V;9;V;10;V;14;V;17;V;21;V;21;V;19;V;17;V;18;V;27;V;20;V;12;V
28;079;38;9;28079038_9_47;2022;09;7;V;1;N;3;V;3;V;5;V;4;V;5;V;8;V;6;V;4;V;8;V;12;V;15;V;6;V;13;V;9;V;3;V;9;V;19;V;15;V;7;V;8;V;7;V;6;V;3;V;5;V;7;V;7;V;4;V;4;V;0;N
28;079;38;9;28079038_9_47;2022;10;7;V;7;V;7;V;18;V;20;V;12;N;11;V;10;V;10;V;15;V;16;V;8;V;6;V;10;V;6;V;4;V;15;V;15;V;11;V;4;V;7;V;11;V;21;V;20;V;22;V;25;V;20;V;27;V;31;V;38;V;27;V
28;079;38;9;28079038_9_47;2022;11;16;V;13;V;10;V;9;V;11;V;13;V;14;V;16;V;14;V;13;V;9;V;16;V;21;V;24;N;14;N;3;V;4;V;2;V;1;V;4;V;4;V;3;V;7;V;9;V;4;V;18;V;29;V;7;V;11;V;15;V;0;N
28;079;38;9;28079038_9_47;2022;12;7;V;8;V;15;V;19;V;14;V;14;V;21;V;8;N;6;N;2;V;2;V;3;V;3;V;4;V;2;V;7;V;8;V;9;V;15;V;17;V;5;V;3;V;4;V;10;V;14;V;13;V;16;V;16;V;5;V;5;V;12;V
28;079;38;10;28079038_10_47;2022;01;18;V;18;V;22;V;13;V;3;V;6;V;8;V;12;V;3;V;4;V;10;V;7;V;8;V;12;V;14;V;21;V;24;V;23;V;20;V;10;V;7;V;11;V;9;V;8;V;8;V;12;V;14;V;10;V;12;V;9;V;16;V
28;079;38;10;28079038_10_47;2022;02;9;V;19;V;20;V;27;V;13;V;7;V;12;V;9;V;17;V;29;V;36;V;23;V;20;V;4;V;6;V;8;V;20;V;23;V;6;V;7;V;12;V;7;V;11;V;16;V;10;V;6;V;10;V;12;V;0;N;0;N;0;N
28;079;38;10;28079038_10_47;2022;03;17;V;8;V;10;V;3;V;4;V;4;V;6;V;5;V;11;V;12;V;7;V;2;V;4;V;36;V;271;V;93;V;16;V;9;V;12;V;11;V;6;V;4;V;8;V;8;V;15;V;9;V;16;V;30;V;41;V;19;V;10;V
28;079;38;10;28079038_10_47;2022;04;4;V;3;V;4;V;11;V;12;V;10;V;12;V;9;V;12;V;11;V;16;V;7;V;9;V;9;V;11;V;12;V;8;V;12;V;14;V;4;V;5;V;5;V;4;V;5;V;11;V;17;V;16;V;11;V;11;V;32;V;0;N
28;079;38;10;28079038_10_47;2022;05;25;N;7;N;9;V;12;V;10;V;9;V;10;V;8;V;17;V;28;V;25;V;28;V;34;V;43;V;32;V;20;V;18;V;23;V;45;V;39;V;35;V;44;V;25;V;20;V;16;V;14;V;14;V;20;V;30;V;29;V;28;V
28;079;38;10;28079038_10_47;2022;06;27;V;29;V;25;V;25;V;16;V;26;V;28;V;34;V;36;V;24;V;44;V;27;V;43;V;92;V;118;V;80;V;68;V;62;V;35;V;36;V;24;V;27;V;26;V;26;V;28;V;22;V;27;V;29;V;40;V;25;N;0;N
28;079;38;10;28079038_10_47;2022;07;47;N;59;N;78;N;50;N;41;N;79;N;38;N;38;N;46;N;44;N;53;N;57;N;66;N;58;N;55;N;58;N;67;N;86;N;78;N;74;N;102;N;119;N;57;N;63;N;57;N;88;N;133;N;82;N;89;N;17;N;25;N
28;079;38;10;28079038_10_47;2022;08;23;N;27;N;24;N;28;N;28;N;24;N;22;N;25;N;30;N;38;N;52;N;88;N;100;N;35;N;25;N;39;N;19;V;14;V;17;V;21;V;22;V;27;V;32;V;41;V;39;V;34;V;34;V;33;V;48;V;44;V;26;V
28;079;38;10;28079038_10_47;2022;09;15;V;1;N;10;V;12;V;24;V;22;V;30;V;22;V;20;V;14;V;28;V;46;V;30;V;11;V;19;V;16;V;9;V;16;V;31;V;23;V;19;V;21;V;22;V;13;V;8;V;14;V;19;V;18;N;12;V;10;V;0;N
28;079;38;10;28079038_10_47;2022;10;20;V;18;V;27;V;64;V;76;V;39;N;41;V;35;V;31;V;37;V;33;V;20;V;23;V;32;V;25;V;23;V;38;V;50;V;48;V;18;V;17;V;20;V;33;V;41;V;54;V;57;V;44;V;53;V;43;V;52;V;37;V
28;079;38;10;28079038_10_47;2022;11;22;V;22;V;15;V;15;V;21;V;23;V;26;V;29;V;18;V;25;V;17;V;25;V;30;V;36;N;8;N;5;V;5;V;5;V;3;V;5;V;4;V;4;V;7;V;14;V;5;V;25;V;33;V;9;V;22;V;27;V;0;N
28;079;38;10;28079038_10_47;2022;12;13;V;14;V;20;V;17;V;12;V;26;V;33;V;6;N;4;N;4;V;4;V;5;V;5;V;7;V;5;V;14;V;13;V;13;V;24;V;24;V;9;V;7;V;6;V;14;V;21;V;22;V;32;V;29;V;12;V;15;V;25;V
28;079;38;12;28079038_12_8;2022;01;145;V;149;V;126;V;67;V;31;V;44;V;75;V;82;V;16;V;48;V;115;V;103;V;63;V;73;V;74;V;88;V;187;V;220;V;168;V;69;V;67;V;61;V;52;V;51;V;48;V;77;V;104;V;112;V;136;V;118;V;131;V
28;079;38;12;28079038_12_8;2022;02;37;V;195;V;128;V;109;V;40;V;58;V;120;V;62;V;84;V;130;V;169;V;46;V;24;V;26;V;45;V;54;V;113;V;122;V;28;V;34;V;78;V;69;V;95;V;89;V;59;V;37;V;31;V;65;V;0;N;0;N;0;N
28;079;38;12;28079038_12_8;2022;03;92;V;36;V;101;V;41;V;34;V;22;V;46;V;30;V;76;V;49;V;33;V;18;V;20;V;53;V;73;V;61;V;47;V;38;V;29;V;18;V;37;V;22;V;39;V;62;V;50;V;34;V;24;V;41;V;48;V;52;V;36;V
28;079;38;12;28079038_12_8;2022;04;32;V;24;V;27;V;35;V;37;V;32;V;32;V;21;V;16;V;18;V;23;V;27;V;41;V;17;V;21;V;31;V;27;V;31;V;35;V;28;V;34;V;30;V;15;V;22;V;49;V;52;V;47;V;60;V;34;V;53;V;0;N
28;079;38;12;28079038_12_8;2022;05;29;V;23;V;31;V;31;V;35;V;35;V;27;V;21;V;38;V;39;V;44;V;33;V;42;V;26;V;13;V;20;V;28;V;55;V;31;V;34;V;33;V;17;V;24;V;27;V;28;V;28;V;34;V;23;V;26;V;15;V;38;V
28;079;38;12;28079038_12_8;2022;06;27;V;25;V;27;V;19;V;14;V;50;V;37;V;25;V;31;V;53;V;35;V;30;V;42;V;58;V;47;V;47;V;36;V;26;V;9;V;22;V;22;V;16;V;17;V;18;V;12;V;15;V;27;V;28;V;40;V;21;V;0;N
28;079;38;12;28079038_12_8;2022;07;32;V;16;V;13;V;29;V;36;V;27;V;24;V;34;V;25;V;27;V;35;V;34;V;47;V;39;V;29;V;19;V;19;V;24;V;21;V;38;V;32;V;24;V;21;V;17;V;16;V;26;V;21;V;29;V;28;V;13;V;18;V
28;079;38;12;28079038_12_8;2022;08;27;V;21;V;32;V;27;V;24;V;19;V;16;V;33;V;25;V;17;V;22;V;25;V;31;V;14;V;10;V;14;V;16;V;17;V;21;V;20;V;34;V;22;V;29;V;35;V;26;V;21;V;16;V;11;V;28;V;54;V;37;V
28;079;38;12;28079038_12_8;2022;09;70;V;24;V;14;V;16;V;36;V;32;V;31;V;56;V;30;V;22;V;58;V;43;V;22;V;32;V;37;V;47;V;28;V;17;V;32;V;54;V;51;V;52;V;30;V;25;V;15;V;36;V;67;V;37;V;30;V;44;V;0;N
28;079;38;12;28079038_12_8;2022;10;71;V;74;V;90;V;142;V;80;V;52;V;88;V;40;V;34;V;55;V;51;V;28;V;59;V;93;V;62;V;50;V;57;V;77;V;51;V;25;V;28;V;17;V;16;V;57;V;55;V;119;V;99;V;98;V;37;V;40;V;41;V
28;079;38;12;28079038_12_8;2022;11;38;V;74;V;43;V;48;V;88;V;64;V;80;V;71;V;48;V;113;V;51;V;33;V;48;V;51;V;20;V;19;V;18;V;26;V;19;V;18;V;15;V;20;V;21;V;38;V;45;V;108;V;57;V;41;V;127;V;143;V;0;N
28;079;38;12;28079038_12_8;2022;12;63;V;87;V;111;V;77;V;64;V;64;V;111;V;38;V;55;V;24;V;28;V;40;V;39;V;55;V;34;V;80;V;52;V;58;V;83;V;137;V;35;V;24;V;35;V;45;V;60;V;90;V;175;V;113;V;23;V;20;V;88;V
28;079;38;20;28079038_20_59;2022;01;2.5;V;3.9;V;4.3;V;2.6;V;0.8;V;1.2;V;2.3;V;2.1;V;0.6;V;1.3;V;2;N;0;N;0;N;2.7;N;1.9;V;2.6;V;5.4;V;7.7;V;5;V;3.1;V;2.4;V;1.4;V;1.6;V;1.9;V;2;V;2.6;V;4.2;V;3.8;V;4.5;V;4.6;V;4.3;V
28;079;38;20;28079038_20_59;2022;02;1.5;V;7.2;V;6.9;V;4.5;V;1.6;V;1.4;V;3.8;V;2.7;V;3.9;V;5.8;V;4.4;N;1.9;V;1;V;0.6;V;1.3;V;1.9;V;4.8;V;4.9;V;1.1;V;0.9;V;2.3;V;2.3;V;3.4;V;3.8;V;1.7;V;1;V;0.7;V;1.8;V;0;N;0;N;0;N
